2525;Kosmo Consulting;1660 Park Ave.;33;24;12/03/86 03:48;2000-09-22;43368.8778;23441.3310;25602;89;74960.1176;487528.0;98644230.0
2526;Lennox Air Pollution Control;1535 Knollwood Drive;24;8;09/10/72 10:08;1993-09-11;67936.8832;2000.1072;10851;96;12528.4112;8.665638E+6;226073436.0
2527;Gordon & Son Brockerage Ltd.;1750 Lily Court;15;39;03/04/00 06:13;1975-12-17;80220.3896;60138.4063;22977;51;80825.6352;8.561796E+6;56069607.0
2528;Esmarda Chemical Manufacturers;1752 Clinton Ave.;38;10;07/09/05 02:33;2006-09-04;55968.7122;43784.2606;20532;25;99615.0380;4.90098E+6;218006964.0
2529;Funnyface Amusement Games;1859 Green Bay Rd.;22;15;03/09/78 08:47;2000-08-21;81776.8947;34288.8980;15407;5;82940.1011;3.790551E+6;548708472.0
2530;Childress Child Day Care;1704 Ridgelee Rd;34;16;06/02/84 07:07;1977-01-18;68939.4720;96558.4250;723;160;92312.0081;5.934029E+6;365963352.0
2531;Resnick DDS;241 Callan Rd.;42;43;01/05/01 07:02;1997-10-13;12374.3192;57302.6977;31241;210;16793.0760;5.877508E+6;13037088.0
2532;Got It All Electronics Supply;231 Sheriden Rd.;34;49;04/09/75 11:53;1980-04-17;32528.8048;60500.0148;19167;224;94720.1256;2.313844E+6;10923771.0
2533;Facelift Kitchen and Bath;120 high St.;28;44;06/03/06 11:47;1972-09-03;30100.1963;22466.0561;1029;74;17000.1460;8.998322E+6;249370440.0
2534;Foy Aviation;12 Broadview Lane;42;33;08/02/01 11:07;2002-04-22;87499.2828;93294.5615;26076;33;86184.0220;9.69382E+6;593201784.0
2535;Lennox Air Pollution Control;139 Bay Colony Dr.;34;24;02/08/05 08:08;1992-08-13;27996.3159;5825.5560;21648;165;11174.9600;7.20032E+6;813193416.0
2536;Lake Shore Beaches;852 Sumac Rd.;1;15;02/07/06 07:55;1998-09-29;39820.4122;64642.8314;18075;144;8678.5480;7.262999E+6;28869840.0
2537;Childress Child Day Care;788 Tennyson Ave.;47;38;07/11/07 05:08;1997-12-26;88653.4512;43870.3412;18246;30;75290.6945;5.411504E+6;201070632.0
2538;Parties Galore Golf Course;1547 Vine;29;22;10/05/06 07:27;2007-06-08;11188.0600;60456.5311;28035;200;86334.5560;6.502608E+6;453202218.0
2539;Parties Galore Golf Course;4763 Blackhawk Rd.;15;34;06/03/87 03:07;1977-09-07;55275.9090;85800.8128;19650;19;7948.7024;9.657077E+6;226735550.0
2540;Ernie's Foriegn Car Service;1954 First St.;35;42;04/07/88 03:00;1982-06-21;60477.0732;26442.6083;10732;72;20890.2120;4.395838E+6;473888728.0
2541;Johnson, Erico & Co CPA's;4259 W. Lake Ave.;48;34;10/11/90 08:42;2000-07-04;28379.4954;46480.2673;10548;122;76398.7978;3.09196E+6;131207806.0
2542;Salt & Pepper Catering Service;2510 Crain;5;28;10/09/01 08:33;2000-02-22;95218.0902;53714.8461;10058;241;80165.4620;7.06802E+6;570327000.0
2543;Acme Chemical Supply;937 Judson Ave.;2;42;11/07/74 07:40;2001-02-08;36515.7028;29400.9445;17787;171;8311.9731;9.10767E+6;661457259.0
2544;DBN Bank;812 North Ave.;15;34;04/08/92 04:47;1971-04-10;14000.6736;49854.5948;8853;163;43875.9120;2.887072E+6;426249330.0
2545;Auto Interior Carpeting Compan;600 Central Ave.;38;1;02/01/85 07:47;1983-10-15;11688.2224;28352.3980;31044;46;8960.7650;3.368588E+6;39825042.0
2546;Garfield Appliance Service;1233 Arbor Rd.;8;47;11/04/01 07:20;1983-11-14;23281.4417;60000.8701;17340;205;58662.4518;9.727488E+6;121566885.0
2547;Acme Chemical Supply;21 Lakeview Terrace #2312;29;29;10/02/04 01:48;1996-06-22;37800.1440;18388.9495;4164;203;32412.8025;1.64807E+6;743280239.0
2548;Resnick DDS;1679 McCraren;11;15;12/10/77 12:20;1987-05-04;8544.3894;26904.4726;22287;252;88535.6288;409205.0;13254261.0
2549;Funnyface Amusement Games;1547 Knolwood Rd.;4;35;10/05/99 02:20;1982-03-10;19860.6224;44640.7987;19035;125;850.1430;2.999392E+6;509443574.0
2550;Childress Child Day Care;1858 Balsam Way;17;48;05/08/90 01:27;2001-02-21;13072.0000;19817.8830;20370;38;58310.7792;7.8468E+6;5631760.0
2551;Yale Remins Temp Agency;628 Orwenstensia;5;5;10/06/76 09:13;2006-12-29;47794.0576;90012.6224;6303;208;20232.4844;1.71378E+6;23928654.0
2552;Perimeter Security Consultants;629 Kincaid Ave.;41;2;08/10/84 01:13;2000-10-10;58580.5350;5500.9026;27813;208;88398.8256;9.466375E+6;296021082.0
2553;AA Advertising;3148 cottonwood Ct.;7;15;08/03/01 05:33;2002-04-15;31185.9480;83864.3236;12873;40;43406.1214;1.0977E+6;116016156.0
2554;First National Bank of Ottowa;22 Clay rd.;9;38;06/06/97 02:07;2003-04-11;93588.9833;41440.8912;9225;100;72352.7304;5.061875E+6;68521192.0
2555;New Dehli Auto Exchange;244 Briar Ln;40;8;09/12/02 02:13;1970-12-26;76530.1092;69760.2288;24960;49;79175.7760;9.281468E+6;30075822.0
2556;Hart Corporation;1799 Rosemary Way;28;29;04/06/84 09:13;1994-07-04;2419.4276;88965.2762;22433;26;38801.4291;4.54462E+6;31585430.0
2557;Nyman Interior Design;746 Judson Place;10;11;04/04/01 01:53;1986-07-31;7320.5920;91950.7205;702;114;44940.6834;1.2039E+6;416138620.0
2558;Masterlands Cleaning;1287 Glencoe Ave.;20;4;06/05/86 11:40;1980-10-30;26407.8910;44700.8500;29228;58;70719.9119;6.460759E+6;284785836.0
2559;Acturial Enterprises Ltd.;2678 Sheridan Rd.;14;17;05/06/74 10:33;2004-01-30;24232.0335;72160.9630;1334;125;49881.0886;4.053E+6;10903800.0
2560;Pivot Point College;1287 Glencoe Ave.;16;5;10/03/03 06:42;1990-03-02;82780.6786;40248.5241;4604;48;27970.4671;7.665152E+6;138709557.0
2561;Pac Builders;1907 S. Prospect Ave.;16;41;01/03/04 06:02;1980-01-05;41160.4250;72263.3288;6948;40;75840.1184;4.914432E+6;31744944.0
2562;Toggle & Myerson Ltd;355 Golf Rd.;8;7;01/02/89 09:08;2006-10-21;41158.4362;53040.6938;14083;24;30800.6422;6.42822E+6;160597304.0
2563;Ampro Office Team Ltd.;3385 University Ave.;28;9;04/03/88 03:13;1994-06-09;67665.5794;4521.6740;20212;86;84710.2940;7.36474E+6;71205745.0
2564;Ampro Office Team Ltd.;1235 Easton Rd.;50;40;12/01/00 10:15;1974-05-29;29328.6688;15760.8622;21375;4;67959.0559;6.220504E+6;80656443.0
2565;North West Gas Co.;632 Roger Williams;7;28;01/09/03 06:48;1972-10-17;70788.5310;31506.4841;27770;52;51556.5344;4.931246E+6;237098796.0
2566;Woodworks Co.;231 Sheriden Rd.;5;10;08/10/88 09:27;2001-08-24;7357.4020;61423.1672;5871;100;18454.5002;6.531375E+6;444653963.0
2567;Garfield Appliance Service;1547 Vine;19;20;11/02/87 04:40;1972-10-18;64104.7742;64926.4132;2546;38;29272.1922;7.2535E+6;75775040.0
2568;Shaggy's Grooming Services;581 Hill St. Apt. 234;39;14;06/03/84 01:47;2000-06-26;64472.0639;46920.0167;30547;207;29328.9492;4.533444E+6;872227200.0
2569;Innman Paint and Glass;1704 Ridgelee Rd;21;16;12/10/01 04:20;1993-03-18;68694.4956;10865.6316;26419;77;96864.4426;193548.0;630485375.0
2570;Nitelites Party Rental;1287 Glencoe Ave.;34;16;01/10/86 03:13;1978-12-23;1324.6322;34871.2685;12392;120;63534.4156;4.907224E+6;161786218.0
2571;Keyth Contracting and Repair;872 Virginia Rd.;37;8;03/04/02 01:07;2005-04-27;51996.7112;64105.5746;5377;108;45734.1113;247816.0;175925436.0
2572;Truck-X Muffler Repair;1915 Lewis Ln.  Apt 13;4;28;11/08/01 06:48;2001-09-01;11200.4430;35420.7965;12106;86;28835.9827;7.945296E+6;255584202.0
2573;Flinn Mosquito and Pest Contro;1975 elmwood Circle;46;50;08/09/05 09:02;1972-02-07;89371.4761;32148.4300;7133;220;88108.5990;2.952719E+6;375488862.0
2574;Morton Roofing and Siding;2220 Grant Blvd.;45;7;04/06/99 01:13;2004-05-10;38380.3855;10776.2136;30300;201;99500.7310;2.275402E+6;535794543.0
2575;Childress Child Day Care;1155 Ridgewood Drive;25;5;06/11/08 06:28;2006-04-24;30712.8340;22450.4984;24408;68;32200.9475;5.92597E+6;424925226.0
2576;Dapper's Antiques;45 South Deer Creek Drive;32;19;11/01/87 10:27;2004-05-14;73128.4080;34490.5704;9701;255;50050.9539;5.03072E+6;751380480.0
2577;Flinn Mosquito and Pest Contro;1234 Devonshire Court;21;39;04/07/86 03:15;1971-08-02;72600.7974;78700.2450;26547;101;70456.8612;6.673788E+6;513533964.0
2578;AA Advertising;844 Spruce St.;12;21;09/08/04 10:07;2000-04-15;59040.5677;92576.8640;24507;48;42572.6490;5.005362E+6;757654568.0
2579;Parkway Auto Body;937 Judson Ave.;9;34;03/05/94 01:55;1987-09-21;58777.9832;94672.0900;18174;192;45856.6984;3.695168E+6;528034392.0
2580;George Lee Antiques;788 Tennyson Ave.;22;37;08/10/01 10:33;1993-02-03;29405.0770;93404.0844;24506;87;61656.6275;8.456132E+6;21539466.0
2581;Salt & Pepper Catering Service;22 Clay rd.;5;4;02/06/05 05:00;2006-06-24;10884.3324;44336.5860;8175;16;48395.6832;8.26522E+6;28560425.0
2582;AA Advertising;785 Highland place;15;46;05/07/00 06:20;1980-05-23;77273.9360;3114.0060;29508;248;53620.3060;9.08181E+6;160906251.0
2583;Hardee Woodwork Ltd.;1019 Deerfield Rd.;48;45;08/04/00 01:48;1990-04-07;79166.7934;92000.0048;23072;44;6245.7390;3.679867E+6;693996790.0
2584;Tub's Furniture Store;302-A Crestwood Village Rd.;34;25;01/03/04 02:40;1985-02-02;87372.8815;15900.0712;7598;167;20104.6076;4.26996E+6;782733335.0
2585;MedicServe Medical Supply;368 Woodland Rd.;3;32;11/04/00 11:13;1982-05-09;45201.7110;42687.8639;20945;242;37580.8132;2.483084E+6;376027119.0
2586;Car Suite Cleaners;1860 Parkside Ln.;26;21;01/10/91 03:15;2000-02-28;76150.0740;17710.8032;20555;66;99227.6482;9.861804E+6;233351146.0
2587;Sigman and Freud Psychiatry;1444 Chantilly Ln.;37;12;02/06/72 03:27;1974-07-21;96750.1013;63284.4674;1364;64;583.5325;5.640908E+6;514653165.0
2588;Mail Boxes Et. Al.;225 Jeffrys Place;34;9;08/01/01 11:08;1993-12-31;87112.0870;43504.1200;9441;148;68240.1464;6.230706E+6;120759648.0
2589;Corbins, Rodriguez, & Savocchi;872 Virginia Rd.;21;22;07/05/77 02:33;2001-02-12;74792.8754;99920.4412;22845;70;10888.5021;6.534291E+6;101569048.0
2590;Auto Interior Carpeting Compan;1155 Ridgewood Drive;43;5;04/06/87 11:00;1978-08-19;12610.4878;26014.5320;26601;198;11657.4157;8.19432E+6;56099092.0
2591;Lake Shore Publishing;1975 elmwood Circle;16;15;01/05/83 09:55;1998-10-21;80852.8340;29984.9588;21237;160;93760.2210;2.118456E+6;41402296.0
2592;Acturial Enterprises Ltd.;3344 Beachwood Ln.;29;48;02/12/07 08:40;1990-04-03;78544.1564;6173.6946;355;53;57910.5110;8.493E+6;233394228.0
2593;Energy Source Diet Centers;1882 St. Johns;15;34;10/02/97 02:40;2006-12-05;67848.4922;82753.0752;25548;114;65736.5820;4.184497E+6;179690400.0
2594;Cotton Thumb Ltd.;77 Blackhawk Rd;29;3;02/06/00 02:07;2001-01-14;80005.2108;62124.5644;27403;16;86565.5424;820512.0;3944843.0
2595;Office Pro Supply Co.;135 Lakewood place;24;26;10/12/04 04:13;1970-01-08;33624.1740;5216.9020;17063;245;50876.6885;5.08408E+6;520094400.0
2596;Gordon & Son Brockerage Ltd.;1486 Oakwood;23;37;11/08/85 05:55;2001-08-31;97250.4396;2460.8520;6325;87;32920.9022;2.697152E+6;140222082.0
2597;Keep Cool Air Conditioner Repa;600 Central Ave;26;34;07/02/74 09:07;1970-01-16;69350.7682;41945.0000;29381;16;53112.6000;7.707219E+6;243926826.0
2598;New Dehli Auto Exchange;1975 elmwood Circle;48;21;02/11/83 10:13;1970-04-01;38461.3386;91443.7428;16266;149;92594.5777;6.84384E+6;434625912.0
2599;Derbin Contracting Services;3150 Skokie Valley Rd.;30;43;11/04/08 04:47;1993-01-27;36040.0130;54822.4094;9425;192;84923.8800;8.960012E+6;263673006.0
2600;Sigman and Freud Psychiatry;1 Twin Oaks Place;49;16;12/02/78 07:20;2004-12-10;43220.1964;50000.0112;17261;119;58040.8365;2.106964E+6;218687598.0
2601;Kermit the Pet Shop;12 Walker Ave.;2;29;05/01/82 05:33;1993-03-03;66897.2666;47334.6481;22608;78;52810.4071;373800.0;643860360.0
2602;Air Mexico;1482 Concorde Circle;39;15;03/11/75 03:20;2004-02-14;67029.8644;53730.7489;21963;188;77816.7117;9.972712E+6;159881169.0
2603;Gourmet the Frog;2112 Ravine Drive;17;29;06/08/80 09:53;2006-01-04;64232.1620;45017.0280;17532;208;50425.0721;196786.0;410817359.0
2604;Hart Corporation;3059 Priscilla Court;18;24;05/02/75 07:20;2001-10-09;46780.4428;84320.9816;16123;236;14528.8350;5.666985E+6;96058035.0
2605;Lambert & Locke Legal Services;10 Marquette Rd.;23;23;01/08/00 12:07;1978-03-21;41107.0550;63177.0473;19846;159;72008.7533;8.521304E+6;342437470.0
2606;Mail Boxes Et. Al.;2936 Arlington Ave.;33;26;09/12/92 12:13;1977-12-27;74012.8512;21360.6144;9851;57;83849.8360;2.9638E+6;577843655.0
2607;Schnitzer Denist College;4763 Blackhawk Rd.;48;48;08/04/75 10:15;2003-09-04;95060.1400;17730.3114;24474;86;26048.7288;2.342028E+6;38791185.0
2608;Hibop Heating and Air Conditio;1245 Eastwood;38;30;12/07/01 11:27;1990-08-18;99815.4375;91722.8704;807;16;66780.2740;8.818462E+6;297128771.0
2609;Peterson Roberts Carpentry;406 Trinity Ct.;3;49;01/12/93 03:33;1986-05-05;41350.0225;18674.0220;15351;44;1593.4180;5.074316E+6;771036840.0
2610;Acme Chemical Supply;2870 Skokie Rd.;35;2;05/02/86 10:42;1993-12-23;70751.3610;88050.1633;30331;6;77628.5112;9.03334E+6;352951920.0
2611;Bako Delicatessen;505 N. Frances St.;5;39;06/03/70 07:33;1980-09-30;14675.9462;21022.5344;202;236;48921.9804;3.302702E+6;212514003.0
2612;BBQ Smith's Tex Mex;1444 Chantilly Ln.;31;17;06/05/94 01:15;2005-05-24;91395.7884;43944.0524;9252;160;46480.6593;1.516354E+6;6443994.0
2613;John G. Hartling Ltd.;245 Oakridge Ave.;19;18;08/03/08 05:08;1982-06-02;98400.2744;28569.2203;30744;40;49482.1502;4.595294E+6;733654552.0
2614;Auto Interior Carpeting Compan;242 Ashland Ave.;3;23;02/02/03 12:00;1975-12-22;23007.1406;99680.1472;21920;55;92092.8348;607896.0;242282052.0
2615;Percy Photography;115 Pleasent Ave.;28;33;04/01/78 10:53;2001-05-08;8842.6191;8586.5556;31165;88;16670.6472;2.09519E+6;76066023.0
2616;North West Gas Co.;1949 Cloverdale Rd.;13;48;07/02/00 10:15;1997-04-21;53767.3344;1648.2672;3329;84;62448.0156;4.711882E+6;286155373.0
2617;North West Gas Co.;1155 Ridgewood Drive;7;38;11/11/86 01:33;1986-12-06;43680.8114;126.6840;29850;160;47580.4412;7.36184E+6;22305780.0
2618;Pivot Point College;115 Pleasent Ave.;44;3;04/01/86 09:47;1978-12-08;16740.9440;64461.7816;31067;9;57476.7936;8.751232E+6;188001264.0
2619;Innman Paint and Glass;2600 Winsor Mall;48;35;04/01/06 10:15;1975-08-16;95356.6880;31472.2853;1041;96;99014.6025;1.86028E+6;315533072.0
2620;Green Shoes Corp.;1660 Park Ave.;44;5;09/05/75 10:33;2004-07-16;54678.4234;67214.0520;11503;124;69199.6216;1.007694E+6;125471077.0
2621;Bill's Dive Shop;201-C Frontage Rd.;42;31;08/08/86 04:47;2004-04-12;32965.3339;35890.5496;30367;116;13267.8560;6.804285E+6;401158524.0
2622;Office Pro Supply Co.;616 Cobblestone Cir.;36;19;12/03/03 11:20;2001-01-29;38090.0909;94836.6000;26230;1;96144.9528;1.121065E+6;195876287.0
2623;Acme Chemical Supply;2600 Winsor Mall;39;3;02/05/09 09:15;2006-09-16;17200.2364;85691.0558;26110;21;3140.0342;5.573623E+6;128620121.0
2624;Mergenthaler Inc.;433 Burton Ave.;23;28;08/01/04 10:00;1989-01-28;65248.6008;34934.9185;3793;40;4125.1112;6.255648E+6;507048212.0
2625;John G. Hartling Ltd.;1957 Huntington Ave.;35;13;02/08/84 05:42;1972-09-12;65031.2240;24900.7452;18056;169;1392.1343;5.829915E+6;155636550.0
2626;Froggy's Gourmet Catering;1077 Court Ave.;44;7;05/09/08 04:33;1999-10-12;392.2166;93052.3880;15753;225;48696.9990;3.377816E+6;180752847.0
2627;Hi-Land Art & Frame;2148 Eastview Dr.;22;44;02/02/06 07:35;1980-06-16;71491.4320;24312.4508;16211;126;73800.9760;2.035664E+6;443344348.0
2628;Dean Grant Buick and Crysler;2600 Winsor Mall;35;48;11/09/07 09:40;1996-11-26;11664.8644;68887.7775;25266;114;31664.3280;7.306117E+6;973834246.0
2629;Green Shoes Corp.;218 Oakridge Ave.;37;44;05/03/06 06:53;1972-04-25;39840.4430;11742.0180;17813;192;65842.9142;350610.0;166115200.0
2630;Griffith Paving and Sealcoatin;969 Saxony Drive;43;42;12/01/81 02:02;1987-09-24;7390.3570;88032.9065;15608;134;1570.4985;204388.0;7960596.0
2631;First National Bank of Ottowa;430 Oakland Drive;24;36;02/07/84 08:47;1982-12-10;23840.0644;19445.2326;9817;242;29103.2943;7.602488E+6;243992420.0
2632;Cradle the Call;21 Lakeview Terrace #2312;16;39;08/02/00 08:53;1975-03-09;45096.6592;79350.7207;1083;218;39509.3362;5.825664E+6;158931424.0
2633;AA Advertising;266 Green Bay Rd.;40;23;07/02/78 11:47;1974-07-27;26156.7880;84.0822;12313;200;61708.2110;7.52098E+6;758522730.0
2634;Crossroads Construction, Inc.;632 Florence Dr.;39;35;03/06/02 04:08;1978-02-25;684.7470;12572.1040;11694;8;97824.1120;8.8457E+6;781972314.0
2635;Sigman and Freud Psychiatry;1858 Balsam Way;21;44;12/01/02 01:47;2002-08-06;35894.6644;94506.8400;8778;1;87440.1475;9.335269E+6;114558192.0
2636;American Deli Workers Union;1795 Lake Cook Rd.;37;22;05/03/93 02:40;2007-01-20;48036.4080;25436.0530;25035;4;25152.6156;7.054948E+6;137789010.0
2637;Nirabi Auto Service;857 Woodbine Rd;19;35;08/06/71 12:08;1987-02-24;63997.9913;94595.1375;19515;49;33153.0711;7.437E+6;404333985.0
2638;Shaggy's Grooming Services;175 beech St.;10;37;02/12/94 09:07;1977-10-07;13372.8623;46400.3184;13607;182;57044.6364;3.591348E+6;94907442.0
2639;Froggy's Gourmet Catering;2510 Crain;12;43;12/07/02 10:48;1990-10-05;69132.4678;20973.8308;15462;65;50618.6512;1.825325E+6;595017530.0
2640;PGS Associates;245 Oakridge Ave.;40;24;08/04/87 06:07;1972-11-16;36160.3750;33256.0612;12780;138;13048.7355;124352.0;39200.0
2641;Gordon & Son Brockerage Ltd.;2267 Anderson Lane;34;16;12/03/02 01:22;1985-10-21;80582.4740;6640.8056;6072;180;30605.1810;3.043704E+6;396920040.0
2642;Bill's Dive Shop;334 Lynn Terrace;24;40;04/09/04 03:15;1970-11-24;56586.8336;81200.9968;24677;244;75842.3570;4.5239E+6;226387200.0
2643;Myers Chocolates and Confectio;313 Grove Ave.;38;39;10/01/07 11:07;2007-04-13;79857.7648;49247.0488;31045;28;55402.4362;1.9712E+6;1485666.0
2644;Got It All Electronics Supply;1715 Chicago Ave.;39;21;01/10/75 09:15;1986-05-06;37588.6077;37961.2712;11341;5;66684.2000;2.894836E+6;8453687.0
2645;Garfield Appliance Service;616 Cobblestone Cir.;41;37;06/01/03 06:42;1985-07-10;40525.4312;99961.0125;25405;212;82516.7786;8.852655E+6;492648019.0
2646;Lake Shore Beaches;671 Blackstone Ave.;30;19;08/07/03 10:20;1977-01-16;39405.0480;50216.1242;21354;51;52000.3004;5.75812E+6;390552458.0
2647;Bill's Dive Shop;220 Vine Ave.;9;10;02/12/02 02:28;1996-03-26;8359.0672;25252.9168;25173;46;58764.9500;3.6171E+6;190537669.0
2648;Myles Building Consultants;245 Oakridge Ave.;12;12;03/03/05 07:35;1978-01-19;79603.5408;57280.2234;21504;63;29910.7200;4.48322E+6;378325688.0
2649;Hibbard Road Suppliers;59 Cordon Terr.;17;40;01/10/81 04:47;2006-11-08;88.9885;80538.3004;20602;192;48989.9990;6.734952E+6;203918792.0
2650;Lidhal design Corp.;220 Vine Ave.;44;34;06/12/88 09:07;2000-12-05;23617.0750;40208.6400;24312;177;14788.9939;6.222804E+6;370405110.0
2651;Lambert & Locke Legal Services;1619 Judson Ave. Apt #34B;41;24;01/11/74 05:20;2000-11-19;50588.0184;39911.2892;11463;167;9528.2315;3.972455E+6;346182452.0
2652;Dependable Plumbing and Sewer;406 Trinity Ct.;23;38;07/06/96 04:07;1989-04-30;15585.7744;80175.8794;17850;151;4252.4080;7.440655E+6;131472050.0
2653;Froggy's Gourmet Catering;812 North Ave.;33;39;03/10/06 09:55;1996-10-08;52381.9918;11120.7224;22106;78;16880.2025;5.162444E+6;5697890.0
2654;Park District Of America;812 North Ave.;39;41;05/12/06 08:55;1980-11-11;88119.6370;3880.9205;18135;158;14300.6610;5.359275E+6;46644864.0
2655;Rythmics Ltd.;574 Chicago Ave.;1;30;05/05/89 11:55;2007-01-12;73016.5805;90150.9295;28551;32;76528.2327;350194.0;248758755.0
2656;Parties Galore Golf Course;4467 Sheridan Rd.;8;9;10/09/08 11:27;1982-07-16;68400.4478;17912.2032;13254;241;98562.5218;5.5108E+6;77110515.0
2657;Energy Source Diet Centers;788 Tennyson Ave.;20;12;10/12/08 05:07;1990-11-15;12425.8467;12308.3795;13769;188;15572.8334;6.576083E+6;193018231.0
2658;Mac Computer Warehouse;201-C Frontage Rd.;5;17;03/12/07 04:27;1983-04-12;88382.2810;88520.1676;25179;132;46429.5976;3.299468E+6;584008795.0
2659;Acturial Enterprises Ltd.;1619 Judson Ave. Apt #34B;45;44;11/04/87 12:27;2003-04-12;42464.2324;95752.3700;10945;242;92344.0600;7.566952E+6;77181288.0
2660;Cradle the Call;2148 Eastview Dr.;31;41;04/04/86 07:22;1972-07-13;33002.5650;30844.6339;28669;80;95524.6908;841036.0;66384555.0
2661;Kapp Camera and Video;242 Ashland Ave.;45;23;06/03/02 07:20;1972-03-07;48050.5300;90684.5997;17641;166;39568.5984;3.08742E+6;90967734.0
2662;Elm Place Business Supplies;1619 Judson Ave. Apt #34B;33;33;01/10/73 01:28;2002-08-09;51412.8372;31933.2350;24834;28;44080.6170;8.455243E+6;142642858.0
2663;Arthur M. Feildberg Galleries;10 Marquette Rd.;44;39;02/02/08 08:27;2007-09-21;51364.4476;82737.1784;27570;112;6860.6670;9.60891E+6;72523602.0
2664;Lickmen Restoration;3148 cottonwood Ct.;40;1;10/02/01 02:42;1975-09-01;10491.9494;62383.6832;15199;16;92302.2455;1.452103E+6;51299234.0
2665;Acme Chemical Supply;581 Hill St. Apt. 234;38;8;02/01/78 02:27;1989-01-20;91450.7915;46014.0279;388;160;7680.9432;8.33468E+6;60243570.0
